-1,0
-0.9999984769132877,-0.0017453283658983088
-0.9999939076577904,-0.003490651415223732
-0.9999862922474267,-0.0052359638314195805
-0.9999756307053947,-0.0069812602979615525
-0.9999619230641712,-0.008726535498373935
-0.999945169365512,-0.010471784116245794
-0.999925369660452,-0.012217000835247169
-0.9999025240093042,-0.013962180339145272
-0.9998766324816606,-0.015707317311820675
-0.9998476951563913,-0.01745240643728351
-0.9998157121216442,-0.019197442399689662
-0.9997806834748455,-0.020942419883356957
-0.9997426093226983,-0.022687333572781358
-0.9997014897811831,-0.024432178152653153
-0.9996573249755573,-0.026176948307873153
-0.9996101150403542,-0.02792163872356888
-0.999559860119384,-0.029666244085110757
-0.9995065603657315,-0.03141075907812829
-0.9994502159417571,-0.03315517838852628
-0.9993908270190958,-0.034899496702500976
-0.9993283937786562,-0.03664370870655628
-0.9992629164106211,-0.038387809087519945
-0.9991943951144459,-0.04013179253255973
-0.9991228300988582,-0.04187565372919963
-0.9990482215818576,-0.04361938736533599
-0.9989705697907145,-0.045362988129253774
-0.9988898749619698,-0.04710645070964266
-0.9988061373414339,-0.04884976979561326
-0.998719357184186,-0.050592940076713305
-0.9986295347545737,-0.05233595624294382
-0.9985366703262116,-0.05407881298477528
-0.9984407641819808,-0.055821504993163795
-0.9983418166140281,-0.05756402695956727
-0.998239827923765,-0.059306373575961614
-0.9981347984218667,-0.06104853953485686
-0.9980267284282713,-0.06279051952931336
-0.9979156182721787,-0.06453230825295796
-0.9978014682920496,-0.06627390040000011
-0.997684278835605,-0.06801529066524814
-0.9975640502598239,-0.06975647374412527
-0.9974407829309436,-0.0714974443326859
-0.9973144772244578,-0.07323819712763166
-0.9971851335251154,-0.07497872682632767
-0.9970527522269199,-0.0767190281268186
-0.9969173337331276,-0.0784590957278449
-0.9967788784562468,-0.08019892432885888
-0.9966373868180363,-0.08193850863004087
-0.9964928592495039,-0.08367784333231544
-0.996345296190906,-0.08541692313736741
-0.996194698091745,-0.08715574274765812
-0.996041065410769,-0.08889429686644147
-0.9958843986159698,-0.0906325801977801
-0.9957246981845815,-0.09237058744656153
-0.9955619646030794,-0.09410831331851426
-0.9953961983671782,-0.09584575252022393
-0.9952273999818305,-0.0975828997591494
-0.9950555699612256,-0.09931974974363893
-0.9948807088287874,-0.10105629718294626
-0.9947028171171735,-0.10279253678724672
-0.9945218953682726,-0.10452846326765337
-0.9943379441332039,-0.1062640713362331
-0.9941509639723146,-0.10799935570602273
-0.9939609554551789,-0.10973431109104514
-0.9937679191605956,-0.11146893220632534
-0.9935718556765867,-0.11320321376790658
-0.9933727656003956,-0.11493715049286647
-0.9931706495384852,-0.11667073709933302
-0.9929655081065362,-0.1184039683065008
-0.9927573419294448,-0.12013683883464694
-0.9925461516413213,-0.12186934340514732
-0.992331937885488,-0.12360147674049256
-0.9921147013144772,-0.1253332335643041
-0.991894442590029,-0.12706460860135033
-0.9916711623830897,-0.12879559657756262
